Date and Time	Latitude of location reported by game	Longitude of location reported by game
2024-01-25T07:18:39.387Z	0	0
2024-01-25T07:19:18.875Z	0	0
2024-01-25T07:19:49.889Z	0	0
2024-01-25T07:20:24.295Z	0	0
2024-01-25T07:20:27.970Z	0	0
2024-01-25T07:21:02.893Z	0	0
2024-01-25T07:21:33.839Z	0	0
2024-01-25T07:22:04.851Z	0	0
2024-01-25T07:22:44.299Z	0	0
2024-01-25T07:23:14.944Z	0	0
2024-01-25T07:23:45.362Z	0	0
2024-01-25T07:24:15.958Z	0	0
2024-01-25T07:24:46.883Z	0	0
2024-01-25T07:25:18.047Z	0	0
2024-01-25T07:25:48.749Z	0	0
2024-01-25T07:26:18.278Z	0	0
2024-01-25T07:26:49.993Z	0	0
2024-01-25T07:27:19.467Z	0	0
2024-01-25T07:27:49.440Z	0	0
2024-01-25T07:28:20.620Z	0	0
2024-01-25T07:28:50.938Z	0	0
2024-01-25T07:29:21.884Z	0	0
2024-01-25T07:29:52.374Z	0	0
2024-01-25T07:30:23.865Z	0	0
2024-01-25T07:30:54.943Z	0	0
2024-01-25T07:31:26.024Z	0	0
2024-01-25T07:31:55.598Z	0	0
2024-01-25T07:32:26.016Z	0	0
2024-01-25T07:38:04.015Z	0	0
2024-01-25T07:38:07.580Z	0	0
2024-01-25T07:38:10.670Z	0	0
2024-01-25T07:38:16.747Z	0	0
2024-01-25T07:38:47.046Z	0	0
2024-01-25T07:39:17.292Z	0	0
2024-01-25T07:39:46.942Z	0	0
2024-01-25T07:40:58.637Z	0	0
2024-01-25T07:41:29.142Z	0	0
2024-01-25T07:41:59.926Z	0	0
2024-01-25T07:42:13.010Z	0	0
2024-01-25T07:42:20.002Z	0	0
2024-01-25T07:42:58.437Z	0	0
2024-01-25T07:45:13.932Z	0	0
2024-01-25T07:45:16.966Z	0	0
2024-01-25T07:45:20.057Z	0	0
2024-01-25T07:45:22.429Z	0	0
2024-01-25T07:45:25.930Z	0	0
2024-01-25T07:46:32.424Z	0	0
2024-01-25T07:46:37.939Z	0	0
2024-01-25T07:46:40.387Z	0	0
2024-01-25T07:46:44.039Z	0	0
2024-01-25T07:46:47.050Z	0	0
2024-01-25T09:16:04.199Z	0	0
2024-01-25T09:16:07.746Z	0	0
2024-01-25T09:16:11.933Z	0	0
2024-01-25T09:16:14.937Z	0	0
2024-01-25T09:16:17.914Z	0	0
2024-01-25T09:19:13.468Z	0	0
2024-01-25T09:19:17.128Z	0	0
2024-01-25T09:19:37.892Z	0	0
2024-01-25T09:19:59.466Z	0	0
2024-01-25T09:20:08.877Z	0	0
2024-01-25T09:20:15.917Z	0	0
2024-01-25T09:20:18.839Z	0	0
2024-01-25T09:20:21.350Z	0	0
2024-01-25T09:20:24.986Z	0	0
2024-01-25T09:20:27.399Z	0	0
2024-01-25T09:20:35.805Z	0	0
2024-01-25T09:20:47.578Z	0	0
2024-01-25T09:21:28.603Z	0	0
2024-01-25T09:21:32.122Z	0	0
2024-01-25T09:21:35.258Z	0	0
2024-01-25T09:21:38.812Z	0	0
2024-01-25T09:22:25.320Z	0	0
2024-01-25T09:24:48.936Z	0	0
2024-01-25T09:24:52.480Z	0	0
2024-01-25T09:24:56.889Z	0	0
2024-01-25T09:25:37.246Z	0	0
2024-01-25T09:26:55.615Z	0	0
2024-01-25T09:27:00.188Z	0	0
2024-01-25T09:28:25.328Z	52.337922	14.548484
2024-01-25T09:29:32.634Z	0	0
2024-01-25T09:31:59.385Z	0	0
2024-01-25T09:32:19.123Z	0	0
2024-01-25T09:32:22.698Z	0	0
2024-01-25T09:33:00.538Z	52.339645	14.553163
2024-01-25T09:33:06.030Z	52.340014	14.55213
2024-01-25T09:34:24.117Z	0	0
2024-01-25T09:34:27.624Z	0	0
2024-01-25T09:34:40.237Z	0	0
2024-01-25T09:35:22.064Z	0	0
2024-01-25T09:35:36.624Z	0	0
2024-01-25T09:37:37.651Z	0	0
2024-01-25T09:37:42.872Z	0	0
2024-01-25T09:37:45.867Z	0	0
2024-01-25T09:37:49.807Z	0	0
2024-01-25T09:38:17.841Z	0	0
2024-01-25T09:38:38.630Z	0	0
2024-01-25T09:39:13.067Z	0	0
2024-01-25T09:39:47.801Z	0	0
2024-01-25T09:42:54.873Z	0	0
2024-01-25T09:43:24.896Z	0	0
2024-01-25T09:43:55.952Z	0	0
2024-01-25T09:44:27.013Z	0	0
2024-01-25T09:44:58.111Z	0	0
2024-01-25T09:45:37.776Z	0	0
2024-01-25T09:46:07.903Z	0	0
2024-01-25T09:46:37.360Z	0	0
2024-01-25T09:47:16.185Z	0	0
2024-01-25T09:47:19.403Z	0	0
2024-01-25T09:47:49.955Z	0	0
2024-01-25T09:48:27.075Z	0	0
2024-01-25T09:48:57.805Z	0	0
2024-01-25T09:49:27.867Z	0	0
2024-01-25T09:49:57.802Z	0	0
2024-01-25T09:50:27.492Z	0	0
2024-01-25T09:50:57.976Z	0	0
2024-01-25T09:51:28.969Z	0	0
2024-01-25T09:51:58.463Z	0	0
2024-01-25T09:52:29.217Z	0	0
2024-01-25T09:53:00.022Z	0	0
2024-01-25T09:53:30.875Z	0	0
2024-01-25T09:54:02.130Z	0	0
2024-01-25T09:54:32.321Z	0	0
2024-01-25T09:55:02.843Z	0	0
2024-01-25T09:55:33.808Z	0	0
2024-01-25T09:56:03.925Z	0	0
2024-01-25T09:56:35.006Z	0	0
2024-01-25T09:57:05.950Z	0	0
2024-01-25T09:57:35.992Z	0	0
2024-01-25T09:58:06.866Z	0	0
2024-01-25T09:58:45.025Z	0	0
2024-01-25T09:59:16.199Z	0	0
2024-01-25T09:59:45.399Z	0	0
2024-01-25T10:00:16.965Z	0	0
2024-01-25T10:00:47.892Z	0	0
2024-01-25T10:01:18.138Z	0	0
2024-01-25T10:01:48.315Z	0	0
2024-01-25T10:02:19.423Z	0	0
2024-01-25T10:02:50.366Z	0	0
2024-01-25T10:03:22.010Z	0	0
2024-01-25T10:03:52.926Z	0	0
2024-01-25T10:04:24.130Z	0	0
2024-01-25T10:04:53.960Z	0	0
2024-01-25T10:05:24.957Z	0	0
2024-01-25T10:05:55.819Z	0	0
2024-01-25T10:06:25.345Z	0	0
2024-01-25T10:06:56.385Z	0	0
2024-01-25T10:07:35.924Z	0	0
2024-01-25T10:07:39.507Z	0	0
2024-01-25T10:08:09.837Z	0	0
2024-01-25T10:08:39.464Z	0	0
2024-01-25T10:09:10.009Z	0	0
2024-01-25T10:09:40.893Z	0	0
2024-01-25T10:10:11.880Z	0	0
2024-01-25T10:10:43.683Z	0	0
2024-01-25T10:11:14.794Z	0	0
2024-01-25T10:11:44.887Z	0	0
2024-01-25T10:12:31.180Z	0	0
2024-01-25T10:13:01.864Z	0	0
2024-01-25T10:13:36.818Z	0	0
2024-01-25T10:14:07.876Z	0	0
2024-01-25T10:14:47.183Z	0	0
2024-01-25T10:15:17.490Z	0	0
2024-01-25T10:15:48.988Z	0	0
2024-01-25T10:16:18.935Z	0	0
2024-01-25T10:16:49.927Z	0	0
2024-01-25T15:23:15.455Z	0	0
2024-01-25T15:23:18.695Z	0	0
2024-01-25T15:24:20.206Z	52.340933	14.553719
2024-01-25T15:25:06.938Z	0	0
2024-01-25T15:25:10.036Z	0	0
2024-01-25T15:25:13.730Z	0	0
2024-01-25T15:25:59.541Z	0	0
2024-01-25T15:26:05.035Z	0	0
2024-01-25T15:26:08.819Z	0	0
2024-01-25T15:26:39.085Z	0	0
2024-01-25T15:28:30.811Z	0	0
2024-01-25T15:29:43.170Z	52.337922	14.548484
2024-01-25T15:31:48.476Z	52.337809	14.547081
2024-01-25T15:32:09.204Z	0	0
2024-01-25T15:32:58.420Z	0	0
2024-01-25T15:33:15.824Z	0	0
2024-01-25T15:33:27.464Z	0	0
2024-01-25T15:33:43.579Z	0	0
2024-01-25T15:33:52.432Z	0	0
2024-01-25T15:34:05.479Z	0	0
2024-01-25T15:34:09.110Z	0	0
2024-01-25T15:34:42.420Z	0	0
2024-01-25T15:35:23.443Z	0	0
2024-01-25T15:35:45.822Z	0	0
2024-01-25T15:35:49.563Z	0	0
2024-01-25T15:37:21.736Z	52.338042	14.54235
2024-01-25T15:40:04.922Z	0	0
2024-01-25T15:40:08.122Z	0	0
2024-01-25T15:42:01.972Z	0	0
2024-01-25T15:42:05.532Z	0	0
2024-01-25T15:45:21.989Z	0	0
2024-01-25T15:45:24.982Z	0	0
2024-01-25T15:47:30.931Z	0	0
2024-01-25T15:47:33.989Z	0	0
2024-01-25T15:50:40.911Z	0	0
2024-01-25T15:50:44.514Z	0	0
2024-01-25T15:52:50.128Z	0	0
2024-01-25T15:52:53.606Z	0	0
2024-01-25T15:56:10.888Z	0	0
2024-01-25T15:56:14.443Z	0	0
2024-01-25T16:00:49.326Z	0	0
2024-01-25T16:01:38.098Z	0	0
2024-01-25T16:02:04.203Z	0	0
2024-01-25T16:02:11.147Z	0	0
2024-01-25T16:03:30.913Z	0	0
2024-01-25T16:03:34.455Z	0	0
2024-01-25T16:03:39.492Z	0	0
2024-01-25T16:03:55.517Z	0	0
2024-01-25T16:05:57.504Z	0	0
2024-01-25T16:06:01.281Z	0	0
2024-01-25T16:07:14.841Z	0	0
2024-01-25T16:08:58.699Z	0	0
2024-01-25T16:11:13.955Z	0	0
2024-01-25T16:11:17.898Z	0	0
2024-01-25T16:11:48.397Z	0	0
2024-01-25T16:12:23.510Z	0	0
2024-01-25T16:12:27.139Z	0	0
2024-01-25T16:14:02.483Z	0	0
2024-01-25T16:14:33.871Z	0	0
2024-01-25T16:15:03.618Z	0	0
2024-01-25T16:15:37.996Z	0	0
2024-01-25T16:16:42.336Z	0	0
2024-01-25T16:17:12.091Z	0	0
2024-01-25T16:17:50.301Z	0	0
2024-01-25T16:18:27.391Z	0	0
2024-01-25T16:19:05.805Z	0	0
2024-01-25T16:19:08.752Z	0	0
2024-01-25T16:19:39.850Z	0	0
2024-01-25T16:20:14.571Z	0	0
2024-01-25T16:20:46.129Z	0	0
2024-01-25T16:21:16.038Z	0	0
2024-01-25T16:21:47.101Z	0	0
2024-01-25T16:22:16.966Z	0	0
2024-01-25T16:22:55.028Z	0	0
2024-01-26T06:40:37.686Z	0	0
2024-01-26T06:40:42.652Z	0	0
2024-01-26T06:40:46.050Z	0	0
2024-01-26T06:40:49.504Z	0	0
2024-01-26T06:41:19.839Z	0	0
2024-01-26T06:41:50.270Z	0	0
2024-01-26T06:42:20.816Z	0	0
2024-01-26T06:42:51.911Z	0	0
2024-01-26T06:43:22.327Z	0	0
2024-01-26T06:43:53.634Z	0	0
2024-01-26T06:44:23.493Z	0	0
2024-01-26T06:44:53.748Z	0	0
2024-01-26T06:45:23.375Z	0	0
2024-01-26T06:45:54.064Z	0	0
2024-01-26T06:46:24.344Z	0	0
2024-01-26T06:46:54.309Z	0	0
2024-01-26T06:47:24.849Z	0	0
2024-01-26T06:47:54.565Z	0	0
2024-01-26T06:48:25.053Z	0	0
2024-01-26T06:48:35.841Z	52.335588	14.543688
2024-01-26T06:48:54.212Z	0	0
2024-01-26T06:49:24.881Z	0	0
2024-01-26T06:49:55.064Z	0	0
2024-01-26T06:50:25.159Z	0	0
2024-01-26T07:19:29.891Z	0	0
2024-01-26T07:19:32.939Z	0	0
2024-01-26T07:19:47.380Z	0	0
2024-01-26T07:20:17.130Z	0	0
2024-01-26T07:20:59.695Z	0	0
2024-01-26T07:22:41.581Z	0	0
2024-01-26T07:24:09.546Z	52.340495	14.545945
2024-01-26T07:26:18.926Z	52.341895	14.545531
2024-01-26T07:26:33.698Z	52.341723	14.5478
2024-01-26T07:26:51.609Z	0	0
2024-01-26T07:27:18.109Z	0	0
2024-01-26T07:27:22.198Z	0	0
2024-01-26T07:28:29.904Z	0	0
2024-01-26T07:28:33.448Z	0	0
2024-01-26T07:28:50.173Z	0	0
2024-01-26T07:28:59.779Z	0	0
2024-01-26T07:33:50.220Z	0	0
2024-01-26T07:33:54.948Z	0	0
2024-01-26T08:51:30.877Z	52.339189	14.546164
2024-01-26T08:51:54.536Z	0	0
2024-01-26T08:52:22.923Z	0	0
2024-01-26T08:53:37.250Z	0	0
2024-01-26T08:53:51.029Z	0	0
2024-01-26T08:53:54.612Z	0	0
2024-01-26T08:54:15.389Z	0	0
2024-01-26T08:54:59.841Z	0	0
2024-01-26T08:55:31.472Z	0	0
2024-01-26T08:59:10.559Z	0	0
2024-01-26T08:59:45.752Z	0	0
2024-01-26T09:00:25.888Z	0	0
2024-01-26T09:01:00.491Z	0	0
2024-01-26T09:04:36.802Z	0	0
2024-01-26T09:05:12.191Z	0	0
2024-01-26T09:05:52.503Z	0	0
2024-01-26T09:06:27.725Z	0	0
2024-01-26T09:09:42.773Z	0	0
2024-01-26T09:10:18.480Z	0	0
2024-01-26T09:10:58.371Z	0	0
2024-01-26T09:11:28.023Z	0	0
2024-01-26T09:11:58.564Z	0	0
2024-01-26T09:12:28.645Z	0	0
2024-01-26T09:12:58.703Z	0	0
2024-01-26T09:13:28.340Z	0	0
2024-01-26T09:13:59.010Z	0	0
2024-01-26T09:14:29.131Z	0	0
2024-01-26T09:14:59.229Z	0	0
2024-01-26T09:15:29.203Z	0	0
2024-01-26T09:15:59.382Z	0	0
2024-01-26T09:16:29.489Z	0	0
2024-01-26T09:16:59.527Z	0	0
2024-01-26T09:17:29.623Z	0	0
2024-01-26T09:17:59.683Z	0	0
2024-01-26T09:18:39.325Z	0	0
2024-01-26T09:19:09.892Z	0	0
2024-01-26T09:19:39.562Z	0	0
2024-01-26T09:20:14.615Z	0	0
2024-01-26T09:20:44.678Z	0	0
2024-01-26T09:21:16.055Z	0	0
2024-01-26T09:21:45.730Z	0	0
2024-01-26T09:22:20.512Z	0	0
2024-01-26T09:22:50.912Z	0	0
2024-01-26T09:22:56.735Z	0	0
2024-01-26T09:22:59.760Z	0	0
2024-01-26T09:23:02.846Z	0	0
2024-01-26T09:23:06.369Z	0	0
2024-01-26T09:27:04.653Z	0	0
2024-01-26T09:28:20.525Z	0	0
2024-01-26T09:28:24.548Z	0	0
2024-01-26T09:28:31.433Z	0	0
2024-01-26T09:28:35.302Z	0	0
2024-01-26T09:31:27.819Z	52.335588	14.543688
2024-01-26T09:33:38.794Z	0	0
2024-01-26T09:33:42.373Z	0	0
2024-01-26T09:33:45.783Z	0	0
2024-01-26T09:33:50.063Z	0	0
2024-01-26T09:38:52.777Z	0	0
2024-01-26T09:38:56.351Z	0	0
2024-01-26T09:38:59.962Z	0	0
2024-01-26T09:39:03.779Z	0	0
2024-01-26T09:44:17.092Z	0	0
2024-01-26T09:44:47.430Z	0	0
2024-01-26T09:45:17.828Z	0	0
2024-01-26T09:45:48.050Z	0	0
2024-01-26T09:46:18.862Z	0	0
2024-01-26T09:46:48.912Z	0	0
2024-01-26T09:47:18.837Z	0	0
2024-01-26T09:47:49.355Z	0	0
2024-01-26T09:48:19.791Z	0	0
2024-01-26T09:48:50.815Z	0	0
2024-01-26T09:49:21.813Z	0	0
2024-01-26T09:49:52.212Z	0	0
2024-01-26T09:50:21.774Z	0	0
2024-01-26T09:50:59.503Z	0	0
2024-01-26T10:34:46.868Z	52.335588	14.543688
2024-01-26T10:34:49.136Z	52.335693	14.544331
2024-01-26T10:34:55.867Z	0	0
2024-01-26T10:35:07.982Z	0	0
2024-01-26T10:39:21.773Z	0	0
2024-01-26T10:39:25.290Z	0	0
2024-01-26T10:39:58.871Z	0	0
2024-01-26T10:40:34.444Z	0	0
2024-01-26T10:41:09.888Z	0	0
2024-01-26T10:41:13.443Z	0	0
2024-01-26T10:41:36.609Z	0	0
2024-01-26T10:44:15.907Z	0	0
2024-01-26T10:44:19.325Z	0	0
2024-01-26T10:44:24.366Z	0	0
2024-01-26T10:44:30.842Z	0	0
2024-01-26T10:44:45.349Z	0	0
2024-01-26T10:44:59.874Z	0	0
2024-01-26T10:45:02.794Z	0	0
2024-01-26T10:46:02.391Z	0	0
2024-01-26T10:46:53.917Z	0	0
2024-01-26T10:46:57.461Z	0	0
2024-01-26T10:47:20.189Z	52.341537	14.549555
2024-01-26T10:47:33.584Z	0	0
2024-01-26T10:47:52.080Z	0	0
2024-01-26T10:47:55.891Z	0	0
2024-01-26T10:47:58.923Z	0	0
2024-01-26T10:48:18.370Z	0	0
2024-01-26T10:48:25.206Z	0	0
2024-01-26T10:48:55.408Z	0	0
2024-01-26T10:48:58.886Z	0	0
2024-01-26T10:49:01.922Z	0	0
2024-01-26T10:49:05.519Z	0	0
2024-01-26T10:49:08.379Z	0	0
2024-01-26T10:49:38.124Z	0	0
2024-01-26T10:49:42.587Z	0	0
2024-01-26T10:49:47.943Z	0	0
2024-01-26T10:49:50.415Z	0	0
2024-01-26T10:50:22.269Z	0	0
2024-01-26T10:50:25.363Z	0	0
2024-01-26T10:50:30.860Z	0	0
2024-01-26T10:50:33.360Z	0	0
2024-01-26T10:50:36.337Z	0	0
2024-01-26T10:50:39.331Z	0	0
2024-01-26T10:50:42.465Z	0	0
2024-01-26T10:50:45.913Z	0	0
2024-01-26T10:50:49.377Z	0	0
2024-01-26T10:50:53.864Z	0	0
2024-01-26T10:51:25.942Z	0	0
2024-01-26T10:51:29.043Z	0	0
2024-01-26T10:55:44.125Z	0	0
2024-01-26T10:55:47.057Z	0	0
2024-01-26T10:55:50.919Z	0	0
2024-01-26T10:55:53.342Z	0	0
2024-01-26T10:55:56.362Z	0	0
2024-01-26T10:55:59.341Z	0	0
2024-01-26T10:56:02.842Z	0	0
2024-01-26T10:56:05.600Z	0	0
2024-01-26T10:56:36.878Z	0	0
2024-01-26T10:56:40.550Z	0	0
2024-01-26T10:56:45.152Z	0	0
2024-01-26T10:57:15.293Z	0	0
2024-01-26T10:57:28.798Z	0	0
2024-01-26T10:58:22.776Z	0	0
2024-01-26T10:58:26.280Z	0	0
2024-01-26T10:58:29.772Z	0	0
2024-01-26T10:59:30.113Z	0	0
2024-01-26T10:59:33.625Z	0	0
2024-01-26T10:59:43.422Z	0	0
2024-01-26T10:59:58.353Z	0	0
2024-01-26T11:00:33.496Z	0	0
2024-01-26T11:00:36.323Z	0	0
2024-01-26T11:00:58.302Z	0	0
2024-01-26T11:01:01.832Z	0	0
2024-01-26T11:01:06.355Z	0	0
2024-01-26T11:01:09.876Z	0	0
2024-01-26T11:01:17.265Z	0	0
2024-01-26T11:01:36.827Z	0	0
2024-01-26T11:01:52.303Z	0	0
2024-01-26T11:02:03.372Z	0	0
2024-01-26T11:02:06.858Z	0	0
2024-01-26T11:02:10.416Z	0	0
2024-01-26T11:02:13.907Z	0	0
2024-01-26T11:02:16.928Z	0	0
2024-01-26T11:02:19.383Z	0	0
2024-01-26T11:02:22.950Z	0	0
2024-01-26T11:02:25.897Z	0	0
2024-01-26T11:02:28.543Z	0	0
2024-01-26T11:02:31.464Z	0	0
2024-01-26T11:02:34.851Z	0	0
2024-01-26T11:02:37.891Z	0	0
2024-01-26T11:02:40.915Z	0	0
2024-01-26T11:02:43.364Z	0	0
2024-01-26T11:02:46.836Z	0	0
2024-01-26T11:02:49.905Z	0	0
2024-01-26T11:03:48.608Z	0	0
2024-01-26T11:04:31.007Z	0	0
2024-01-26T11:04:40.789Z	0	0
2024-01-26T11:04:44.948Z	0	0
2024-01-26T11:04:48.743Z	0	0
2024-01-26T11:23:32.403Z	0	0
2024-01-26T11:23:36.104Z	0	0
2024-01-26T11:23:54.907Z	0	0
2024-01-26T11:25:47.418Z	0	0
2024-01-26T11:25:51.935Z	0	0
2024-01-26T11:25:55.907Z	0	0
2024-01-26T11:26:20.868Z	0	0
2024-01-26T11:26:24.471Z	0	0
2024-01-26T11:29:05.406Z	0	0
2024-01-26T11:39:15.423Z	0	0
2024-01-26T11:41:41.915Z	0	0
2024-01-26T11:41:49.897Z	0	0
2024-01-26T11:41:53.932Z	0	0
2024-01-26T11:42:04.933Z	0	0
2024-01-26T11:42:13.934Z	0	0
2024-01-26T11:42:17.849Z	0	0
2024-01-26T11:51:11.851Z	0	0
2024-01-26T11:51:15.897Z	0	0
2024-01-26T11:51:19.940Z	0	0
2024-01-26T12:06:48.571Z	52.328806	13.166635
2024-01-26T12:06:54.989Z	52.328635	13.166146
2024-01-26T12:08:23.747Z	0	0
2024-01-26T12:09:19.652Z	0	0
2024-01-26T12:13:00.848Z	0	0
2024-01-26T12:13:41.354Z	0	0
2024-01-26T12:14:01.231Z	52.319424	13.127865
2024-01-26T12:15:46.977Z	0	0
2024-01-26T12:16:26.144Z	0	0
2024-01-26T12:17:21.115Z	0	0
2024-01-26T12:17:24.345Z	0	0
2024-01-26T12:18:43.014Z	0	0
2024-01-26T12:19:22.972Z	0	0
2024-01-26T12:22:30.546Z	0	0
2024-01-26T12:24:37.547Z	0	0
2024-01-26T12:27:45.533Z	0	0
2024-01-26T12:30:28.382Z	0	0
2024-01-26T12:33:02.884Z	0	0
2024-01-26T12:33:34.065Z	0	0
2024-01-26T12:34:05.389Z	0	0
2024-01-26T12:34:34.662Z	0	0
2024-01-26T12:35:05.083Z	0	0
2024-01-26T12:35:35.706Z	0	0
2024-01-26T12:36:06.865Z	0	0
2024-01-26T12:36:36.517Z	0	0
2024-01-26T12:37:07.943Z	0	0
2024-01-26T12:37:38.619Z	0	0
2024-01-26T12:38:10.133Z	0	0
2024-01-26T12:38:48.050Z	0	0
2024-01-26T12:39:19.086Z	0	0
2024-01-26T12:39:48.911Z	0	0
2024-01-26T12:40:20.049Z	0	0
2024-01-26T12:40:51.246Z	0	0
2024-01-26T12:41:21.059Z	0	0
2024-01-26T12:41:51.553Z	0	0
2024-01-26T12:42:23.085Z	0	0
2024-01-26T12:42:53.014Z	0	0
2024-01-26T12:43:23.436Z	0	0
2024-01-26T12:43:54.523Z	0	0
2024-01-26T12:44:36.139Z	0	0
2024-01-26T12:45:06.343Z	0	0
2024-01-26T12:45:45.604Z	0	0
2024-01-26T12:46:16.033Z	0	0
2024-01-26T12:46:46.117Z	0	0
2024-01-26T12:47:17.259Z	0	0
2024-01-26T12:47:47.028Z	0	0
2024-01-26T12:48:24.835Z	0	0
2024-01-26T12:48:54.912Z	0	0
2024-01-26T12:49:25.818Z	0	0
2024-01-26T12:49:55.531Z	0	0
2024-01-26T12:50:26.580Z	0	0
2024-01-26T12:50:57.959Z	0	0
2024-01-26T12:51:29.108Z	0	0
2024-01-26T12:52:09.894Z	0	0
2024-01-26T12:52:30.161Z	0	0
2024-01-26T12:53:00.524Z	0	0
2024-01-26T12:53:31.092Z	0	0
2024-01-26T12:54:02.076Z	0	0
2024-01-26T12:54:32.399Z	0	0
2024-01-26T12:55:04.023Z	0	0
2024-01-26T12:55:34.621Z	0	0
2024-01-26T12:56:04.396Z	0	0
2024-01-26T12:56:36.036Z	0	0
2024-01-26T12:57:15.533Z	0	0
2024-01-26T13:02:29.995Z	0	0
2024-01-26T13:03:09.683Z	0	0
2024-01-26T13:03:40.948Z	0	0
2024-01-26T13:04:10.475Z	0	0
2024-01-26T13:04:41.583Z	0	0
2024-01-26T13:05:13.000Z	0	0
2024-01-26T13:05:44.069Z	0	0
2024-01-26T13:06:13.987Z	0	0
2024-01-26T13:06:52.512Z	0	0
2024-01-26T13:07:22.633Z	0	0
2024-01-26T13:07:54.215Z	0	0
2024-01-26T13:08:24.946Z	0	0
2024-01-26T13:08:55.060Z	0	0
2024-01-26T13:09:25.982Z	0	0
2024-01-26T13:09:56.466Z	0	0
2024-01-26T13:10:26.378Z	0	0
2024-01-26T13:10:57.169Z	0	0
2024-01-26T13:11:27.977Z	0	0
2024-01-26T13:11:58.208Z	0	0
2024-01-26T13:12:29.175Z	0	0
2024-01-26T13:12:59.429Z	0	0
2024-01-26T19:53:46.905Z	0	0
2024-01-26T19:53:52.620Z	0	0
2024-01-26T19:55:42.099Z	0	0
2024-01-26T19:57:13.020Z	0	0
2024-01-26T19:57:17.994Z	0	0
2024-01-26T19:57:22.131Z	0	0
2024-01-26T19:57:26.065Z	0	0
2024-01-26T19:57:30.460Z	0	0
2024-01-26T19:57:33.999Z	0	0
2024-01-26T19:57:39.040Z	0	0
2024-01-26T19:57:43.132Z	0	0
2024-01-26T19:57:47.028Z	0	0
2024-01-26T19:57:50.977Z	0	0
2024-01-26T19:57:54.934Z	0	0
2024-01-26T19:58:03.988Z	0	0
2024-01-26T19:58:08.046Z	0	0
2024-01-26T19:58:35.026Z	0	0
2024-01-26T19:58:37.450Z	0	0
2024-01-26T19:59:04.097Z	0	0
2024-01-26T19:59:13.223Z	0	0
2024-01-26T19:59:16.929Z	0	0
2024-01-26T19:59:38.404Z	0	0
2024-01-26T19:59:51.702Z	0	0
2024-01-26T20:00:16.825Z	0	0
2024-01-26T20:00:20.892Z	0	0
2024-01-26T20:02:21.890Z	0	0
2024-01-26T20:02:26.990Z	0	0
2024-01-26T20:02:31.081Z	0	0
2024-01-26T20:02:34.825Z	0	0
2024-01-26T21:37:26.691Z	0	0
2024-01-26T21:37:51.441Z	0	0
2024-01-26T21:37:55.305Z	0	0
2024-01-26T21:38:07.916Z	0	0
2024-01-26T21:38:20.400Z	0	0
2024-01-26T21:38:23.883Z	0	0
2024-01-26T21:38:30.872Z	0	0
2024-01-26T21:38:41.422Z	0	0
2024-01-26T21:38:44.389Z	0	0
2024-01-26T21:38:47.947Z	0	0
2024-01-26T21:38:51.926Z	0	0
2024-01-26T21:38:56.144Z	0	0
2024-01-26T21:38:59.901Z	0	0
2024-01-26T21:39:02.886Z	0	0
2024-01-26T21:41:47.475Z	0	0
2024-01-26T21:41:50.891Z	0	0
2024-01-26T21:45:11.892Z	0	0
2024-01-26T21:45:14.467Z	0	0
2024-01-26T21:45:17.903Z	0	0
2024-01-26T21:45:20.391Z	0	0
2024-01-26T21:45:24.118Z	0	0
2024-01-26T21:45:28.661Z	0	0
2024-01-26T21:45:42.351Z	0	0
2024-01-26T21:45:45.351Z	0	0
2024-01-26T21:45:48.868Z	0	0
2024-01-26T21:45:51.393Z	0	0
2024-01-26T21:53:11.614Z	52.318305	13.127779
2024-01-27T07:33:29.447Z	0	0
2024-01-27T07:34:35.176Z	0	0
2024-01-27T07:38:49.087Z	0	0
2024-01-27T07:39:53.883Z	0	0
2024-01-27T07:44:05.664Z	0	0
2024-01-27T07:44:36.410Z	0	0
2024-01-27T07:45:06.604Z	0	0
2024-01-27T07:45:42.458Z	0	0
2024-01-27T07:46:22.327Z	0	0
2024-01-27T07:46:52.783Z	0	0
2024-01-27T07:47:58.024Z	0	0
2024-01-27T07:51:33.201Z	0	0
2024-01-27T07:53:09.940Z	0	0
2024-01-27T07:56:52.836Z	0	0
2024-01-27T07:58:31.231Z	0	0
2024-01-27T08:02:10.094Z	0	0
2024-01-27T08:03:55.259Z	0	0
2024-01-27T08:07:41.050Z	0	0
2024-01-27T08:08:10.380Z	0	0
2024-01-27T08:08:41.839Z	0	0
2024-01-27T08:09:12.411Z	0	0
2024-01-27T08:09:47.695Z	0	0
2024-01-27T08:10:13.788Z	0	0
2024-01-27T08:10:43.449Z	0	0
2024-01-27T08:11:15.024Z	0	0
2024-01-27T08:11:44.867Z	0	0
2024-01-27T08:12:15.463Z	0	0
2024-01-27T08:12:46.972Z	0	0
2024-01-27T08:13:17.437Z	0	0
2024-01-27T08:13:47.960Z	0	0
2024-01-27T08:14:17.509Z	0	0
2024-01-27T08:14:48.938Z	0	0
2024-01-27T08:15:18.466Z	0	0
2024-01-27T08:15:48.901Z	0	0
2024-01-27T08:16:29.162Z	0	0
2024-01-27T08:16:32.813Z	0	0
2024-01-27T08:17:02.879Z	0	0
2024-01-27T08:17:33.995Z	0	0
2024-01-27T08:18:04.903Z	0	0
2024-01-27T08:18:34.821Z	0	0
2024-01-27T08:19:10.189Z	0	0
2024-01-27T08:19:40.567Z	0	0
2024-01-27T08:20:10.520Z	0	0
